NodeID,Focused_or_Related,Chinese_Name,English_Name,Pinyin_Name,YOB,YOB_ReferenceA,YOB_ReferenceB,YOB_ReferenceC,YOD,YOD_ReferenceA,YOD_ReferenceB,YOD_ReferenceC,Dialect_Group_Chinese,Dialect_Group_English,Node_Size,Hometown_in_Details_Chinese,Hometown_in_Details_English,Search_by_Place_of_Origin_Chinese,Search_by_Place_of_Origin_English,Search_by_Place_of_Birth_Chinese,Search_by_Place_of_Birth_English,NLB_Link,Reference1,Reference1Link,Reference2_Chinese,Reference2_English,Reference2Link,Reference2_Complete_Index1,Reference2_Short_Index 2
161,Focused,林忠邦,Lim Chong Pang,Lin Zhongbang,1904,"1904, 新华历史人物列传, p126","1904, One hundred years' history of the Chinese in Singapore",Nil,1956,"1956, 新华历史人物列传, p126","1956, One hundred years' history of the Chinese in Singapore",Nil,潮,Teochew,100,广东省澄海县,"Chenghai County, Guangdong Province",广东,Guangdong,新加坡,Singapore,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/lSGuF5eNW_o&label=Lim,%20Chong%20Pang",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,《新加坡华人百年史》,One Hundred Years’ History of the Chinese in Singapore,http://www.nas.gov.sg/citizenarchivist/Annotate/LoadFile?fileId=43edc08a-73f5-4622-b290-3916b869233d,"p.731, 813","p.731, 813."
162,Focused,刘金榜,Low Kim Pong,Liu Jinbang,1837,"1838, 新华历史人物列传, p24","1837, One hundred years' history of the Chinese in Singapore",Nil,1909,"1909, 新华历史人物列传, p24",Nil,Nil,闽,Hokkien,100,福建省南靖县,"Nanjing County, Fujian Province",福建,Fujian,暂无,Nil,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/5BxCBY5gCnU&label=Low,%20Kim%20Pong",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,《新加坡华人百年史》,One Hundred Years’ History of the Chinese in Singapore,http://www.nas.gov.sg/citizenarchivist/Annotate/LoadFile?fileId=43edc08a-73f5-4622-b290-3916b869233d,"p.viii, xiii, 155, 156, 157, 158, 214, 814","p.viii, xiii, etc."
163,Focused,刘抗,Liu Kang,Liu Kang,1911,Nil,Nil,Nil,2004,Nil,Nil,Nil,闽,Hokkien,100,暂无,Nil,暂无,Nil,暂无,Nil,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/qoyRMHnPYYQ&label=Liu,%20Kang",暂无/Nil,Nil,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
164,Focused,刘仁心,Low Ing Sing,Liu Renxin,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,闽,Hokkien,100,暂无,Nil,暂无,Nil,暂无,Nil,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/Dwgrux03kQE&label=Low,%20Ing%20Sing",暂无/Nil,Nil,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
165,Focused,陆寅杰,Look Yan Kit,Lu Yinjie,1849,"1849, 新华历史人物列传, p66","1849, One hundred years' history of the Chinese in Singapore",Nil,1931,"1931, 新华历史人物列传, p66",Nil,Nil,粤,Canton,100,广东省广州市,"Guangzhou, Guangdong",广东,Guangdong,暂无,Nil,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/KbccOu4YxQA&label=Look,%20Yan%20Kit",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,《新加坡华人百年史》,One Hundred Years’ History of the Chinese in Singapore,http://www.nas.gov.sg/citizenarchivist/Annotate/LoadFile?fileId=43edc08a-73f5-4622-b290-3916b869233d,"p.ix, xiv, 266, 267, 814","p.ix, xiv, etc."
166,Focused,陆佑,Loke Yew,Lu You,1845,"1846, 新华历史人物列传, p66","1845, One hundred years' history of the Chinese in Singapore",Nil,1917,"1917, 新华历史人物列传, p66","1917, One hundred years' history of the Chinese in Singapore",Nil,粤,Canton,100,广东省鹤山县,"Heshan County, Guangdong Province",广东,Guangdong,暂无,Nil,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/w-zKPQdc76o&label=Loke,%20Yew",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,《新加坡华人百年史》,One Hundred Years’ History of the Chinese in Singapore,http://www.nas.gov.sg/citizenarchivist/Annotate/LoadFile?fileId=43edc08a-73f5-4622-b290-3916b869233d,"p.xii, xvii, xxxv, 96, 270, 477, 482, 487, 498, 499, 530, 561, 663, 765, 766, 767, 789, 805, 808, 809, 814, 826","p. xii, xvii, etc."
167,Focused,陆运涛,Loke Wan Tho,Lu Yuntao,1915,"1913, 新华历史人物列传, p66",Nil,Nil,1964,"1964, 新华历史人物列传, p66",Nil,Nil,粤,Canton,100,广东省鹤山县,"Heshan County, Guangdong Province",广东,Guangdong,吉隆坡,Kuala Lumpu,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/WKcOauC0wR4&label=Loke,%20Wan%20Tho",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
168,Related,莫履瑞,Nil,Mo Lurui,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,琼,Hainan,1,广东省琼海县（今属海南省）,"Qionghai County, Guangdong Province (Now at Hainan Province)",广东,Guangdong,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
169,Focused,欧阳奇,Owyang Chi (Au Yong Chi),Ouyang Qi,1897,"1897, 新华历史人物列传, p209",Nil,Nil,1988,"1988, 新华历史人物列传, p209",Nil,Nil,潮,Teochew,100,广东省澄海县,"Chenghai County, Guangdong Province",广东,Guangdong,暂无,Nil,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/jTtGC3GUtbo&label=Owyang,%20Chi",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
170,Focused,潘受,Pan Shou,Pan Shou,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,闽,Hokkien,100,暂无,Nil,暂无,Nil,暂无,Nil,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/a3Jbw83C0gU&label=Pan,%20Shou",暂无/Nil,Nil,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
171,Focused,潘醒农,Phua Chye Long,Pan Xingnong,1904,"1904, 新华历史人物列传, p211",Nil,Nil,1987,"1987, 新华历史人物列传, p211",Nil,Nil,潮,Teochew,100,广东省潮安县,"Chao'an County, Guangdong Province",广东,Guangdong,暂无,Nil,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/dQWWzSxOMpM&label=Phua,%20Chye%20Long",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
172,Focused,邱德拔,Khoo Teck Puat,Qiu Deba,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,闽,Hokkien,100,暂无,Nil,暂无,Nil,暂无,Nil,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/wctZIJ3HFWQ&label=Khoo,%20Teck%20Puat",暂无/Nil,Nil,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
173,Focused,邱菽园,Khoo Seok Wan,Qiu Shuyuan,1874,"1874, 新华历史人物列传, p102",Nil,Nil,1941,"1941, 新华历史人物列传, p102",Nil,Nil,闽,Hokkien,100,福建省海澄县（今属龙海县）,"Haicheng County, Fujian Province (Now at Longhai County)",福建,Fujian,暂无,Nil,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/SP-I7SC3evw&label=Khoo,%20Seok%20Wan",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,《新加坡华人百年史》,One Hundred Years’ History of the Chinese in Singapore,http://www.nas.gov.sg/citizenarchivist/Annotate/LoadFile?fileId=43edc08a-73f5-4622-b290-3916b869233d,"p.xxxiii, 147, 430, 445,  810","p.xxxiii, 147, etc."
174,Focused,邱新民,Chiou Sin Min,Qiu Xinmin,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,闽,Hokkien,100,暂无,Nil,暂无,Nil,暂无,Nil,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/VaHXgG_hySY&label=Chiou,%20Sin%20Min",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
175,Focused,邱正忠,Khoo Cheng Tiong,Qiu Zhengzhong,1820,"1820, 新华历史人物列传, p101","1820, One hundred years' history of the Chinese in Singapore",Nil,1896,"1896, 新华历史人物列传, p101","1896, One hundred years' history of the Chinese in Singapore",Nil,闽,Hokkien,100,福建省海澄县（今属龙海县）,"Haicheng County, Fujian Province (Now at Longhai County)",福建,Fujian,暂无,Nil,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/FHjnbMpTZSM&label=Khoo,%20Cheng%20Tiong",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,《新加坡华人百年史》,One Hundred Years’ History of the Chinese in Singapore,http://www.nas.gov.sg/citizenarchivist/Annotate/LoadFile?fileId=43edc08a-73f5-4622-b290-3916b869233d,"p.xiii, xxxiii, 145, 146, 147, 225, 300, 420, 430, 442, 446, 810","p.xii, xxxiii, etc."
176,Focused,邱雁宾,Yow Ngan Pan,Qiu Yanbin,1863,"1863, 新华历史人物列传, p103","1863, One hundred years' history of the Chinese in Singapore",Nil,1923,"1923, 新华历史人物列传, p103","1930, One hundred years' history of the Chinese in Singapore",Nil,粤,Canton,100,广东省南顺县,"Nanshun County, Guangdong Province",广东,Guangdong,新加坡,Singapore,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/t2Gq15B1EPo&label=Yow,%20Ngan%20Pan",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,《新加坡华人百年史》,One Hundred Years’ History of the Chinese in Singapore,http://www.nas.gov.sg/citizenarchivist/Annotate/LoadFile?fileId=43edc08a-73f5-4622-b290-3916b869233d,"p.xi, xvi, 416, 532, 536, 571, 649, 652, 660, 661, 662,  663, 718, 762, 830","p.xi, xvi, etc."
177,Focused,邵仁枚,Shaw Runme,Shao Renmei,1901,"1901, 新华历史人物列传, p114",Nil,Nil,1985,"1984, 新华历史人物列传, p114",Nil,Nil,三江,Sam Kiang,100,浙江省镇海县,"Zhenhai County, Zhejiang Province",浙江,Zhejiang,暂无,Nil,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/NnyWsTiBaU8&label=Shaw,%20Runme",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
178,Focused,佘连城,Seah Liang Seah,She Liancheng,1850,"1850, 新华历史人物列传, p105","1850, One hundred years' history of the Chinese in Singapore",Nil,1925,"1925, 新华历史人物列传, p105",Nil,Nil,潮,Teochew,100,广东省澄海县,"Chenghai County, Guangdong Province",广东,Guangdong,暂无,Nil,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/zgEXP9gnxzI&label=Seah,%20Liang%20Seah",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,《新加坡华人百年史》,One Hundred Years’ History of the Chinese in Singapore,http://www.nas.gov.sg/citizenarchivist/Annotate/LoadFile?fileId=43edc08a-73f5-4622-b290-3916b869233d,"p.ix, xiv, xxxv, 29, 62, 80, 226, 296, 297, 298, 300, 310, 319, 320, 325, 328, 348, 352, 362, 367, 370, 388, 400, 401, 419, 421, 422, 467, 471, 553, 559, 571, 576, 614, 649, 651, 652, 668, 681, 718, 752, 757, 761, 762, 786, 798, 808, 820","p.ix, xvi, etc."
179,Focused,佘有进,Seah Eu Chin,She Youjin,1805,"1805, 新华历史人物列传, p104","1805, One hundred years' history of the Chinese in Singapore",Nil,1883,"1883, 新华历史人物列传, p104",Nil,Nil,潮,Teochew,100,广东省澄海县,"Chenghai County, Guangdong Province",广东,Guangdong,暂无,Nil,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/zlqq1FNn8gM&label=Seah,%20Eu%20Chin",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,《新加坡华人百年史》,One Hundred Years’ History of the Chinese in Singapore,http://www.nas.gov.sg/citizenarchivist/Annotate/LoadFile?fileId=43edc08a-73f5-4622-b290-3916b869233d,"p.vii, xii, xxxv, 24, 25, 26, 28, 29, 31, 62, 93, 110, 118, 119, 122, 185, 189, 197, 203, 226, 237, 296, 367, 488, 803, 806, 809, 814, 820","p.vii, xii, etc."
180,Focused,施香沱,See Hiang To,Shi Xiangtuo,1906,"1906, 新华历史人物列传, p142",Nil,Nil,1990,"1990, 新华历史人物列传, p142",Nil,Nil,闽,Hokkien,100,福建省龙溪县,"Longxi County, Fujian Province",福建,Fujian,暂无,Nil,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/jkuGeYaU35w&label=See,%20Hiang%20To",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
181,Focused,宋佛俭,Song Hoot Kiam,Song Fojian,1830,Nil,"1830, One hundred years' history of the Chinese in Singapore","1830, 新加坡华文碑铭集录, p313",1900,Nil,"1900, One hundred years' history of the Chinese in Singapore","1900, 新加坡华文碑铭集录, p313",闽,Hokkien,100,福建省南靖县,"Nanjing County, Fujian Province",福建,Fujian,暂无,Nil,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/yt4-GBNNneY&label=Song,%20Hoot%20Kiam",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,《新加坡华人百年史》,One Hundred Years’ History of the Chinese in Singapore,http://www.nas.gov.sg/citizenarchivist/Annotate/LoadFile?fileId=43edc08a-73f5-4622-b290-3916b869233d,"p.viii, xiii, xxxvi, 87, 113, 114, 117, 139, 143, 293, 336, 340, 341, 377, 693, 727, 804, 806, 812, 817, 822, 823, 830","p.viii, xiii, etc."
182,Focused,宋旺相,Song Ong Siang,Song Wangxiang,1871,"1871, 新华历史人物列传, p38",Nil,"1871, 新加坡华文碑铭集录, p316",1941,"1941, 新华历史人物列传, p38",Nil,"1941, 新加坡华文碑铭集录, p316",闽,Hokkien,100,福建省南靖县,"Nanjing County, Fujian Province",福建,Fujian,暂无,Nil,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/RQbqTdKybQk&label=Song,%20Ong%20Siang",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,《新加坡华人百年史》,One Hundred Years’ History of the Chinese in Singapore,http://www.nas.gov.sg/citizenarchivist/Annotate/LoadFile?fileId=43edc08a-73f5-4622-b290-3916b869233d,"p.vii, ix, xiii, xiv, xviii, xix, xxxiii, xxvii, xxxi, 31, 87, 113, 116, 117, 214, 274, 315, 328, 329, 340, 341, 342, 343, 344, 345, 346, 356, 374, 397, 418, 419, 430, 431, 483, 493, 526, 556, 558, 565, 566, 600, 602, 625, 644, 650, 693, 697, 715, 723, 727, 746, 754, 755, 757, 758, 794, 807, 822, 830","p. vii, ix, etc."
183,Focused,宋旺裕,Song Ong Joo,Song Wangyu,1877,"1877, 新华历史人物列传, p38","1877, One hundred years' history of the Chinese in Singapore",Nil,1962,"1962, 新华历史人物列传, p38",Nil,Nil,闽,Hokkien,100,福建省南靖县,"Nanjing County, Fujian Province",福建,Fujian,暂无,Nil,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/Wc46z5_FM84&label=Song,%20Ong%20Joo",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,《新加坡华人百年史》,One Hundred Years’ History of the Chinese in Singapore,http://www.nas.gov.sg/citizenarchivist/Annotate/LoadFile?fileId=43edc08a-73f5-4622-b290-3916b869233d,"p.xi, xvii, xxxvi, 356, 447, 519, 693, 694, 695, 696, 697, 757, 822","p.xi, xvii, etc."
184,Focused,孙炳炎,Soon Peng Yam,Sun Bingyan,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,闽,Hokkien,100,暂无,Nil,暂无,Nil,暂无,Nil,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/l8PjjSzSqPo&label=Soon,%20Peng%20Yam",暂无/Nil,Nil,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
185,Focused,孙崇瑜,Sng Choon Yee,Sun Chongyu,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,闽,Hokkien,100,暂无,Nil,暂无,Nil,暂无,Nil,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/UZ9Erc8dTkM&label=Sng,%20Choon%20Yee",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
186,Focused,王邦杰,Heng Pang Kiat,Wang Bangjie,1856,"1856, 新华历史人物列传, p4","1856, One hundred years' history of the Chinese in Singapore",Nil,1930,"1930, 新华历史人物列传, p4","1930, One hundred years' history of the Chinese in Singapore",Nil,潮,Teochew,100,广东省潮安县,"Chao'an County, Guangdong Province",广东,Guangdong,暂无,Nil,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/yNb8tb2hPKY&label=Heng,%20Pang%20Kiat",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,《新加坡华人百年史》,One Hundred Years’ History of the Chinese in Singapore,http://www.nas.gov.sg/citizenarchivist/Annotate/LoadFile?fileId=43edc08a-73f5-4622-b290-3916b869233d,p.657,p.657.
187,Related,王财福,Nil,Wang Caifu,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,暂无,Nil,1,暂无,Nil,暂无,Nil,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
188,Focused,王德霖,Ong Teck Lim,Wang Delin,1896,"1896, 新华历史人物列传, p10",Nil,Nil,1911,"1912, 新华历史人物列传, p10",Nil,Nil,闽,Hokkien,100,福建省南安县,"Nan'an County, Fujian Province",福建,Fujian,暂无,Nil,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/25gMxS7TIRg&label=Ong,%20Teck%20Lim",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
189,Focused,王鼎昌,Ong Teng Cheong,Wang Dingchang,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,闽,Hokkien,100,暂无,Nil,暂无,Nil,暂无,Nil,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/EkZE0xLS6lc&label=Ong,%20Teng%20Cheong",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
190,Focused,王九河,Ong Kew Ho,Wang Jiuhe,Nil,Nil,Nil,Nil,1889,"1889, 新华历史人物列传, p2",Nil,Nil,闽,Hokkien,100,福建省南安县,"Nan'an County, Fujian Province",福建,Fujian,马六甲,Melaka,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/k_acu--qisA&label=Ong,%20Kew%20Ho",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,《新加坡华人百年史》,One Hundred Years’ History of the Chinese in Singapore,http://www.nas.gov.sg/citizenarchivist/Annotate/LoadFile?fileId=43edc08a-73f5-4622-b290-3916b869233d,"p.viii, 223, 225, 300, 340, 451, 684, 816","p.viii, 223, etc."
191,Focused,王平福,Ong Peng Hock,Wang Pingfu,1889,Nil,Nil,Nil,1968,"1968, 新华历史人物列传, p4",Nil,Nil,闽,Hokkien,100,福建,Fujian,福建,Fujian,暂无,Nil,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/5EAU0jbpKNc&label=Ong,%20Peng%20Hock",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,《新加坡华人百年史》,One Hundred Years’ History of the Chinese in Singapore,http://www.nas.gov.sg/citizenarchivist/Annotate/LoadFile?fileId=43edc08a-73f5-4622-b290-3916b869233d,"p.144, 816","p.144, 816."
192,Focused,王三龙,Ong Sam Leong,Wang Sanlong,1857,"1857, 新华历史人物列传, p2","1857, One hundred years' history of the Chinese in Singapore",Nil,1918,"1918, 新华历史人物列传, p2","1918, One hundred years' history of the Chinese in Singapore",Nil,闽,Hokkien,100,福建,Fujian,福建,Fujian,新加坡,Singapore,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/hjzMM4RO5ZE&label=Ong,%20Sam%20Leong",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,《新加坡华人百年史》,One Hundred Years’ History of the Chinese in Singapore,http://www.nas.gov.sg/citizenarchivist/Annotate/LoadFile?fileId=43edc08a-73f5-4622-b290-3916b869233d,"p.viii, xiii, xxxv, 141, 142, 143, 144, 779, 816","p.viii, xiii, etc."
193,Focused,王绍经,Wee Cheow Keng,Wang Shaojing,1860,"1860, 新华历史人物列传, p6","1860, One hundred years' history of the Chinese in Singapore",Nil,1939,"1939, 新华历史人物列传, p6","1939, One hundred years' history of the Chinese in Singapore",Nil,琼,Hainan,100,广东省琼海县（今属海南省）,"Qionghai County, Guangdong Province (Now at Hainan Province)",广东,Guangdong,暂无,Nil,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/YgegZP325D8&label=Wee,%20Cheow%20Keng",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,《新加坡华人百年史》,One Hundred Years’ History of the Chinese in Singapore,http://www.nas.gov.sg/citizenarchivist/Annotate/LoadFile?fileId=43edc08a-73f5-4622-b290-3916b869233d,"p.xii, 718, 774, 775, 829","p.xii, 718, etc."
194,Focused,王文达,Ong Boon Tat,Wang Wenda,1888,"1888, 新华历史人物列传, p3","1888, One hundred years' history of the Chinese in Singapore",Nil,1941,"1937, 新华历史人物列传, p3",Nil,Nil,闽,Hokkien,100,福建,Fujian,福建,Fujian,新加坡,Singapore,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/mKrJlGHWHTg&label=Ong,%20Boon%20Tat",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,《新加坡华人百年史》,One Hundred Years’ History of the Chinese in Singapore,http://www.nas.gov.sg/citizenarchivist/Annotate/LoadFile?fileId=43edc08a-73f5-4622-b290-3916b869233d,"p. xxxv, 144, 779, 816,","p.xxxv, 144, etc."
195,Focused,王有海,Ong Ewe Hai,Wang Youhai,1830,"1830, 新华历史人物列传, p5-6","1830, One hundred years' history of the Chinese in Singapore",Nil,1889,"1889, 新华历史人物列传, p5-6","1889, One hundred years' history of the Chinese in Singapore",Nil,闽,Hokkien,100,福建省同安县,"Tong'an County, Fujian Province",福建,Fujian,新加坡,Singapore,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/S4ITdrXjU8I&label=Ong,%20Ewe%20Hai",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,《新加坡华人百年史》,One Hundred Years’ History of the Chinese in Singapore,http://www.nas.gov.sg/citizenarchivist/Annotate/LoadFile?fileId=43edc08a-73f5-4622-b290-3916b869233d,"p.viii, xiv, 225, 238, 240, 241, 242, 503, 816","p.viii, xiv, etc."
